goos: darwin
goarch: arm64
pkg: github.com/bluetape4k/bluetape-go/compression
cpu: Apple M5
BenchmarkCompressorsCompress/random/small/lz4-10            	 1241530	       968.9 ns/op	1056.91 MB/s	         1.019 compressed/original	      1043 compressed_bytes	    1817 B/op	       6 allocs/op
BenchmarkCompressorsCompress/random/small/snappy-10         	  225896	      5568 ns/op	 183.91 MB/s	         1.018 compressed/original	      1042 compressed_bytes	  148816 B/op	       6 allocs/op
BenchmarkCompressorsCompress/random/medium/gzip-10          	    3876	    299762 ns/op	 163.97 MB/s	         1.001 compressed/original	     49190 compressed_bytes	  955282 B/op	      22 allocs/op
BenchmarkCompressorsCompress/random/medium/zlib-10          	    3915	    308417 ns/op	 159.37 MB/s	         1.001 compressed/original	     49178 compressed_bytes	  955240 B/op	      24 allocs/op
BenchmarkCompressorsCompress/random/medium/deflate-10       	    4056	    298265 ns/op	 164.79 MB/s	         1.000 compressed/original	     49172 compressed_bytes	  955123 B/op	      21 allocs/op
BenchmarkCompressorsCompress/random/medium/zstd-10          	   16428	     75437 ns/op	 651.57 MB/s	         1.000 compressed/original	     49166 compressed_bytes	 2385302 B/op	      31 allocs/op
BenchmarkCompressorsCompress/random/medium/lz4-10           	  136212	      8803 ns/op	5583.59 MB/s	         1.000 compressed/original	     49171 compressed_bytes	   59458 B/op	       6 allocs/op
BenchmarkCompressorsCompress/random/medium/snappy-10        	   90277	     13527 ns/op	3633.59 MB/s	         1.000 compressed/original	     49170 compressed_bytes	  205008 B/op	       6 allocs/op
BenchmarkCompressorsCompress/random/large/gzip-10           	     207	   5677912 ns/op	 138.51 MB/s	         1.000 compressed/original	    786695 compressed_bytes	 3412887 B/op	      26 allocs/op
BenchmarkCompressorsCompress/random/large/zlib-10           	     205	   5823366 ns/op	 135.05 MB/s	         1.000 compressed/original	    786683 compressed_bytes	 3412845 B/op	      28 allocs/op
BenchmarkCompressorsCompress/random/large/deflate-10        	     212	   5721934 ns/op	 137.44 MB/s	         1.000 compressed/original	    786677 compressed_bytes	 3412724 B/op	      25 allocs/op
BenchmarkCompressorsCompress/random/large/zstd-10           	    3380	    344152 ns/op	2285.13 MB/s	         1.000 compressed/original	    786463 compressed_bytes	21539215 B/op	      58 allocs/op
BenchmarkCompressorsCompress/random/large/lz4-10            	   10000	    102872 ns/op	7644.73 MB/s	         1.000 compressed/original	    786451 compressed_bytes	  804819 B/op	       6 allocs/op
BenchmarkCompressorsCompress/random/large/snappy-10         	    6650	    172776 ns/op	4551.75 MB/s	         1.000 compressed/original	    786538 compressed_bytes	 2433242 B/op	      10 allocs/op
BenchmarkCompressorsDecompress/json/small/gzip-10           	  232156	      5169 ns/op	 252.85 MB/s	         0.1943 compressed/original	       254.0 compressed_bytes	   44368 B/op	      11 allocs/op
BenchmarkCompressorsDecompress/json/small/zlib-10           	  220304	      5313 ns/op	 246.01 MB/s	         0.1852 compressed/original	       242.0 compressed_bytes	   43748 B/op	      12 allocs/op
BenchmarkCompressorsDecompress/json/small/deflate-10        	  248702	      4900 ns/op	 266.74 MB/s	         0.1806 compressed/original	       236.0 compressed_bytes	   43664 B/op	      10 allocs/op
BenchmarkCompressorsDecompress/json/small/zstd-10           	  134070	      8975 ns/op	 145.63 MB/s	         0.1943 compressed/original	       254.0 compressed_bytes	   15122 B/op	      43 allocs/op
BenchmarkCompressorsDecompress/json/small/lz4-10            	 1823563	       663.7 ns/op	1969.32 MB/s	         0.2907 compressed/original	       380.0 compressed_bytes	    4265 B/op	      10 allocs/op
BenchmarkCompressorsDecompress/json/small/snappy-10         	  182480	      6744 ns/op	 193.81 MB/s	         0.2762 compressed/original	       361.0 compressed_bytes	  150768 B/op	      10 allocs/op
BenchmarkCompressorsDecompress/json/medium/gzip-10          	   27250	     44214 ns/op	1118.40 MB/s	         0.07958 compressed/original	      3935 compressed_bytes	  171352 B/op	      29 allocs/op
BenchmarkCompressorsDecompress/json/medium/zlib-10          	   23158	     51895 ns/op	 952.86 MB/s	         0.07933 compressed/original	      3923 compressed_bytes	  170733 B/op	      30 allocs/op
BenchmarkCompressorsDecompress/json/medium/deflate-10       	   29137	     40473 ns/op	1221.77 MB/s	         0.07921 compressed/original	      3917 compressed_bytes	  170648 B/op	      28 allocs/op
